date,Battery (Charging) -  GWh,Pumps -  GWh,Exports -  GWh,Imports -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2016-12-01,0.00,-11.81,-161.86,62.64,4429.85,41.32,1.11,463.08,85.69,66.36,0.00,24.78,0.00,0.50,238.15,0.00,0.00,34.10,25.09,17.80,139302.94,48903.69,3912518.09,3235.03,1168.36,230144.79,51386.21,40662.91,791.77,70.62,0.00,502680.63,0.00,0.00,300590372.33,2748295.43,90578.63,34560473.32,9541327.32,4425129.55,0.00,2234860.42,0.00,42873.02,20277741.98
2017-01-01,0.00,-6.46,-138.19,49.90,4378.98,15.74,31.43,611.12,213.91,65.47,0.00,92.29,0.00,0.44,234.53,0.00,0.00,35.60,26.59,19.30,116649.27,42298.97,3884797.71,366.92,32998.12,297696.39,131070.52,40040.04,777.17,230.33,0.00,371964.35,0.00,0.00,896772926.24,4459839.32,21856092.39,148095525.93,111920163.93,13071108.53,0.00,22899381.99,0.00,63499.59,58759257.32
2017-02-01,0.00,-12.63,-269.62,12.75,4164.42,16.13,37.22,585.74,205.98,57.48,0.00,89.98,0.00,0.71,229.74,0.00,0.00,37.60,26.83,19.60,225122.04,10557.82,3691714.97,339.16,39069.79,283943.83,125209.62,35190.93,773.93,262.17,0.00,1005803.76,0.00,0.00,983812939.42,3181500.17,31395964.01,154792926.97,117774367.66,13099261.13,0.00,30709045.79,0.00,401929.02,71083423.47
2017-03-01,0.00,-15.33,-345.77,11.92,4430.62,15.16,2.32,650.45,149.96,65.86,0.00,89.41,0.00,2.42,190.76,0.00,0.00,35.70,25.38,19.50,291861.77,10273.64,3949107.44,380.05,2430.61,317896.79,89064.56,40207.22,784.62,90.18,0.00,1026721.20,0.00,0.00,392283588.97,1351317.19,254544.77,59661551.48,17946111.76,5742016.62,0.00,8635549.09,0.00,243631.42,18135817.88
2017-04-01,0.00,-2.64,-554.02,0.03,3974.85,3.49,0.05,533.06,128.44,62.48,0.00,66.22,0.00,5.21,193.07,0.00,0.00,29.00,20.65,13.00,470122.69,27.01,3535504.39,168.92,48.36,259053.68,75933.48,37990.78,779.69,96.65,0.00,167142.79,0.00,0.00,379740625.92,340343.39,4490.90,51722546.46,13637150.19,5928559.62,0.00,6533802.78,0.00,494104.12,17914418.41
2017-05-01,0.00,-1.95,-324.59,0.82,4124.10,5.36,0.23,475.43,101.82,59.21,0.00,59.29,0.00,4.07,160.25,0.00,0.00,27.70,19.02,11.20,274507.50,697.46,3646932.55,258.23,246.04,228850.14,60120.24,35744.25,792.95,87.55,0.00,135808.21,0.00,0.00,358086245.79,513563.34,22418.94,41832586.05,9936077.30,5159173.63,0.00,5144884.36,0.00,340705.04,13000990.96
2017-06-01,0.00,-0.60,-529.62,0.12,4336.04,17.09,0.02,466.05,51.31,57.59,0.00,44.28,0.00,4.01,151.33,0.00,0.00,25.10,16.99,9.40,454769.47,99.25,3829530.30,1275.88,22.75,226461.44,30305.24,35243.16,797.84,78.00,0.00,31278.65,0.00,0.00,334691727.45,1282229.38,1665.95,36756082.02,4597480.67,4372906.39,0.00,3545286.96,0.00,297266.23,10804080.42
2017-07-01,0.00,-0.55,-646.29,0.04,4616.51,57.40,0.02,338.46,80.99,63.87,0.00,45.70,0.00,4.01,183.83,0.00,0.00,26.40,15.55,5.90,558750.58,36.20,4107955.32,5406.76,22.07,169597.14,48449.83,39237.03,803.53,79.74,0.00,9102.47,0.00,0.00,362306917.30,4457276.84,1618.64,26774650.86,8589419.76,4978360.63,0.00,3817843.43,0.00,285649.62,12678844.32
2017-08-01,0.00,-2.90,-656.01,0.04,4637.05,53.75,0.19,235.07,126.14,65.79,0.00,34.31,0.00,4.73,226.13,0.00,0.00,32.30,17.26,7.50,569613.00,29.39,4125908.31,4794.92,197.46,120404.48,75232.92,40304.51,803.77,83.93,0.00,190241.34,0.00,0.00,383755943.55,4400868.76,10797.58,19288079.02,13190088.94,5325294.73,0.00,3175903.32,0.00,333188.40,15162331.53
2017-09-01,0.00,-5.62,-422.38,22.88,4288.31,51.20,0.53,185.06,109.67,65.13,0.00,27.22,0.00,5.23,250.50,0.00,0.00,37.00,20.33,8.20,361597.31,18388.71,3808988.75,4389.17,558.86,102566.19,66356.40,39838.96,803.78,81.98,0.00,393717.31,0.00,0.00,346996082.83,4141861.99,63949.64,15059835.73,10099468.85,5240874.61,0.00,2337275.70,0.00,397165.74,18506141.97
2017-10-01,0.00,-20.05,-287.25,61.72,4243.62,38.39,2.51,334.62,97.86,62.82,0.00,29.43,0.00,4.97,207.79,0.00,0.00,33.10,22.09,13.90,249538.14,50880.53,3786004.49,3189.12,2636.84,166791.21,59891.34,38342.03,807.76,80.51,0.00,1496144.00,0.00,0.00,332268908.05,3298605.47,312879.11,25028575.00,10901716.06,4936952.89,0.00,3053925.59,0.00,387464.40,15673688.84
2017-11-01,0.00,-1.48,-579.94,0.43,4453.47,55.47,0.23,468.13,10.36,62.00,0.00,16.67,0.00,5.13,246.25,0.00,0.00,29.70,21.80,14.60,500475.80,353.52,3956140.85,4917.43,239.34,224665.74,6102.46,37710.39,787.39,66.44,0.00,2667.17,0.00,0.00,293871720.76,3624408.26,15130.73,31487099.09,900682.36,4052834.26,0.00,1163102.24,0.00,346146.76,16551369.01
2017-12-01,0.00,-3.00,-426.85,19.81,4728.42,19.23,0.04,449.11,43.95,63.88,0.00,27.58,0.00,8.89,293.77,0.00,0.00,36.20,25.29,17.40,369335.33,16351.39,4221178.75,598.23,37.75,217101.01,26322.67,38915.94,794.51,73.35,0.00,179215.45,0.00,0.00,343280044.85,1400657.21,3221.27,33603071.59,4299083.63,4567197.51,0.00,2215377.36,0.00,691666.45,22500383.83
2018-01-01,0.00,-4.83,-330.10,21.50,4628.62,21.51,0.79,640.99,77.77,68.06,0.00,26.45,0.00,10.46,288.43,0.00,0.00,37.50,26.14,17.40,285326.77,17891.05,4136684.03,617.70,826.19,299016.43,45967.29,41587.72,781.20,78.78,0.00,280276.33,0.00,0.00,357404486.74,1675542.92,49941.05,51492103.38,8866534.99,5165144.13,0.00,2267678.07,0.00,939099.99,25537555.67
2018-02-01,0.00,-2.07,-331.00,13.87,4220.21,16.25,4.39,492.58,56.77,60.28,0.00,69.67,0.00,11.49,218.70,0.00,0.00,35.70,24.92,17.80,287819.71,10750.67,3747066.13,428.79,4608.47,230824.73,34179.38,36877.03,781.79,74.77,0.00,135790.34,0.00,0.00,307437767.15,1227935.71,655780.41,37806146.91,6589204.86,4310144.61,0.00,5167247.52,0.00,903341.20,17370150.71
2018-03-01,0.00,-1.48,-427.81,3.47,4488.34,1.85,0.95,654.42,21.74,68.46,0.00,90.72,0.00,14.02,217.59,0.00,0.00,34.70,24.16,18.30,372719.62,2808.38,3989951.43,108.88,1001.21,304423.59,12930.06,41770.73,775.54,63.72,0.00,74091.87,0.00,0.00,283523717.35,157191.27,57206.24,41978512.04,1826527.17,4276793.94,0.00,5745823.72,0.00,905795.61,13852633.69
2018-04-01,0.00,-5.99,-511.42,0.11,4264.93,4.11,0.06,550.98,38.17,61.84,0.00,91.65,0.00,15.82,211.42,0.00,0.00,32.00,22.07,14.90,438717.38,91.51,3801154.86,203.69,58.73,264106.13,22943.48,37902.64,781.03,64.90,0.00,342580.34,0.00,0.00,274725627.35,290773.35,3774.74,36327649.86,3200403.28,3959071.60,0.00,5989848.50,0.00,1002090.91,12751811.86
2018-05-01,0.00,-5.08,-538.61,2.19,4392.63,2.01,0.06,494.32,38.03,65.12,0.00,77.45,0.00,19.31,203.03,0.00,0.00,27.90,18.49,8.30,465618.94,1724.47,3907842.22,113.75,67.37,238095.22,22789.27,39816.63,788.31,66.68,0.00,241349.61,0.00,0.00,291151781.48,161078.10,3462.43,33522571.86,3512177.03,4227102.28,0.00,5251160.88,0.00,1146289.25,11450819.51
2018-06-01,0.00,-7.54,-558.28,0.20,4440.44,7.89,0.49,392.70,87.57,63.08,0.00,82.01,0.00,29.73,188.15,0.00,0.00,25.40,16.16,6.90,482628.58,163.08,3949992.97,316.46,515.73,192949.52,51968.96,38470.92,793.78,83.34,0.00,443067.56,0.00,0.00,362143224.21,671538.25,56341.25,34947978.08,12250026.55,5005093.04,0.00,7360819.18,0.00,2013163.41,11662451.17
2018-07-01,0.00,-6.77,-378.34,1.83,4451.05,24.70,0.05,266.62,55.29,65.16,0.00,75.47,0.00,46.96,211.72,0.00,0.00,26.40,16.13,5.20,327222.74,1490.80,3961947.32,700.13,50.29,135914.56,32537.05,39681.22,798.78,71.65,0.00,327046.19,0.00,0.00,315313310.50,1760886.61,3682.10,20848949.97,5841854.70,4500066.95,0.00,5510308.86,0.00,2804218.15,11969364.90
2018-08-01,0.00,-16.82,-441.31,2.00,4387.83,38.99,0.05,249.37,114.09,52.58,0.00,71.10,2.24,77.62,274.56,0.00,0.00,29.50,16.42,5.20,378533.58,1580.56,3926099.38,1031.91,51.57,128984.06,67889.37,32120.55,785.32,85.93,0.00,1023602.72,0.00,0.00,371360334.00,3233475.43,6304.89,23143174.10,13886174.27,4387501.39,0.00,7152094.58,230309.81,5359139.33,18198986.28
2018-09-01,0.00,-18.94,-493.87,0.01,4359.97,36.12,0.04,106.09,101.07,56.39,0.00,40.83,27.23,89.55,272.04,0.00,0.00,28.90,18.63,12.10,427591.09,7.76,3884889.10,918.03,37.11,60496.96,60103.02,34228.59,789.48,83.46,0.00,1129787.59,0.00,0.00,359513463.33,2935266.56,2684.72,8497984.82,11978285.88,4564906.72,0.00,4476397.41,2049532.99,6299073.28,18124058.86
2018-10-01,0.00,-16.40,-368.67,3.72,4454.58,34.00,0.10,156.80,53.37,54.74,0.00,24.31,19.13,98.21,278.65,0.00,0.00,32.50,20.77,12.50,313471.20,3092.57,3958668.36,838.76,100.35,89815.30,31832.58,33056.08,793.72,80.71,0.00,948196.68,0.00,0.00,356255859.02,2678679.61,7656.83,13257142.77,5739857.91,4290376.72,0.00,2401687.09,1499690.41,7350617.97,20144020.61
2018-11-01,0.00,-37.80,-161.68,48.67,4148.66,24.87,0.32,263.32,67.51,53.22,0.00,47.58,30.52,147.96,339.49,0.00,0.00,37.90,22.15,14.10,131268.53,38633.17,3678779.49,679.00,338.25,136204.25,40018.08,32165.38,763.29,92.65,0.00,2628841.44,0.00,0.00,374968009.07,2250799.34,23802.81,26529758.24,9507504.25,4722723.24,0.00,5710837.54,2574521.76,13028310.18,29342340.41
2018-12-01,0.00,-12.03,-354.62,11.42,4635.56,19.75,0.61,249.78,43.87,41.02,0.00,79.88,35.12,140.27,323.60,0.00,0.00,35.70,0.00,17.20,297143.12,8919.05,4116191.99,581.20,643.90,130175.09,25942.03,25088.98,769.13,83.03,0.00,641341.89,0.00,0.00,377434940.53,1703189.52,61589.52,22183280.32,5569806.95,3147934.15,0.00,6728516.11,2364441.72,11703910.49,27404568.75
2019-01-01,0.00,-12.07,-405.05,9.57,4569.11,17.71,0.03,495.04,141.69,63.15,0.00,113.99,39.23,144.01,346.72,0.00,0.00,33.60,0.00,20.20,335708.51,7939.47,4058237.19,457.45,36.47,233916.71,83171.30,38461.34,739.89,97.21,0.00,819697.33,0.00,0.00,439372335.75,1806340.33,3662.31,51514919.94,17873025.58,5945686.20,0.00,11219905.29,3616653.04,14216132.07,35434987.25
2019-02-01,0.00,-13.11,-255.29,24.10,4016.54,18.54,1.61,478.73,65.49,54.52,0.00,109.72,21.03,132.38,283.65,0.00,0.00,34.80,0.00,18.90,213195.92,19426.24,3564162.16,521.33,1685.47,223879.93,38506.41,33195.58,742.86,86.43,0.00,830660.58,0.00,0.00,342586709.65,1604589.60,194584.08,43481696.79,7136851.40,4569714.44,0.00,9453596.11,1611889.20,11311951.62,24392465.14
2019-03-01,0.00,-17.17,-397.01,8.18,4464.11,18.46,0.11,583.20,76.53,61.50,0.00,120.17,33.02,151.08,284.55,0.00,0.00,37.70,0.00,15.30,330637.19,6354.84,3971405.91,468.63,114.22,272651.77,44889.13,37678.15,743.11,83.18,0.00,1107067.24,0.00,0.00,366366989.87,1485378.08,8827.47,49696333.87,7802097.67,4979663.49,0.00,10128229.36,2657965.86,12049490.28,22735559.00
2019-04-01,0.00,-10.15,-467.20,1.08,4230.61,5.61,1.75,211.28,31.18,64.62,0.00,115.18,62.05,176.36,259.16,0.00,0.00,29.40,0.00,15.80,383037.23,889.57,3737469.74,266.88,1842.04,114313.43,18372.11,39467.30,753.94,70.25,0.00,475391.18,0.00,0.00,296188253.76,415343.00,219972.82,14883387.41,3079755.35,4421974.25,0.00,8153521.60,4197796.38,11029697.32,16144439.92
2019-05-01,0.00,-9.55,-374.58,4.63,4197.03,0.11,2.40,292.38,47.46,69.76,0.00,112.08,53.44,160.07,235.06,0.00,0.00,27.60,0.00,7.70,301751.95,3789.22,3709636.76,35.17,2544.05,153819.98,28869.95,42531.24,759.76,74.85,0.00,450137.65,0.00,0.00,312091759.03,62175.54,268407.25,22616951.38,4964710.46,5073703.92,0.00,8416028.01,3866593.42,9900614.42,14411241.71
2019-06-01,0.00,-11.75,-363.90,8.17,4007.56,18.40,4.06,357.87,92.47,67.55,0.00,104.74,46.04,154.09,206.54,0.00,0.00,27.50,0.00,7.60,298684.43,6729.27,3563791.43,400.97,4261.61,177339.18,54978.62,41167.50,756.63,88.30,0.00,743575.67,0.00,0.00,349081429.57,1467213.41,633304.93,33291258.95,13370657.69,5702396.21,0.00,9862761.15,3872274.32,10275282.95,13812400.92
2019-07-01,0.00,-17.55,-335.60,12.00,4051.84,27.96,1.48,312.77,69.87,69.56,0.00,94.15,37.01,196.11,256.26,0.00,0.00,27.10,0.00,7.40,265474.14,9245.31,3602181.27,751.94,1549.38,149963.35,41082.26,42353.50,749.95,68.72,0.00,739000.93,0.00,0.00,275922278.27,1895112.53,122221.11,23346892.60,7065148.39,4610757.93,0.00,6885584.40,2405425.56,10046892.14,12403742.00
2019-08-01,0.00,-13.83,-564.59,3.05,4109.94,36.65,1.33,307.00,100.17,67.10,0.00,63.78,55.20,239.95,311.51,0.00,0.00,28.70,0.00,7.70,455562.73,2310.46,3676096.97,929.35,1394.90,143570.73,59244.96,40940.04,735.37,65.66,0.00,273180.76,0.00,0.00,265882836.37,2302464.38,102805.59,23162316.65,11167080.13,4155315.72,0.00,4531736.59,3492943.25,8353802.09,8649516.15
2019-09-01,0.00,-3.96,-654.65,0.29,3988.99,31.78,0.55,316.73,89.15,61.77,0.00,59.97,62.72,248.52,363.38,0.00,0.00,34.80,0.00,10.40,533093.92,194.48,3562544.67,817.48,581.59,161165.38,52673.57,37572.52,719.01,63.87,0.00,-3295.91,0.00,0.00,254397641.60,2049043.56,108188.95,22306841.73,10671738.84,3710052.95,0.00,4033838.17,3778178.54,7432929.50,5701778.89
2019-10-01,0.00,-24.26,-547.62,1.49,4161.76,21.19,0.44,338.35,55.06,59.28,0.00,59.28,61.92,258.49,385.23,0.00,0.00,30.80,0.00,12.30,443917.29,1020.52,3716086.42,568.36,461.13,169704.86,32838.28,36085.24,727.21,77.57,0.00,1282126.78,0.00,0.00,316933924.72,1659527.43,72570.63,29174564.92,6838318.72,4480265.06,0.00,5536047.40,4728551.57,14267513.28,19934569.31
2019-11-01,0.00,-21.74,-279.54,10.66,4039.65,22.38,0.24,304.93,33.08,52.07,0.00,32.21,64.92,327.29,424.05,0.00,0.00,34.80,0.00,15.10,218245.62,8194.52,3585664.36,560.63,248.42,153568.03,19635.43,31638.48,714.80,63.45,0.00,597663.53,0.00,0.00,253907424.21,1446619.78,11230.47,21604269.93,3143984.67,3215341.35,0.00,2756746.09,4091481.04,16045183.01,19520695.46
2019-12-01,0.00,-19.33,-152.86,80.48,4223.46,18.58,0.08,336.60,61.06,61.94,0.00,26.68,60.47,342.96,449.45,0.00,0.00,41.20,0.00,17.40,118284.51,63934.95,3759823.86,562.75,86.66,168087.70,36367.42,37814.09,719.25,56.90,0.00,826254.21,0.00,0.00,236101713.14,1086942.82,4417.16,20705910.74,5082508.10,3389370.04,0.00,2021325.04,3301569.69,17426879.98,22699988.42
2020-01-01,0.00,-17.08,-267.14,23.89,4505.35,11.06,0.15,522.22,61.97,59.86,0.00,39.74,46.61,257.65,404.85,0.00,0.00,33.50,0.00,20.70,217794.39,19108.93,3998100.81,286.35,152.19,244602.65,36987.49,36546.88,728.96,72.03,0.00,783700.61,0.00,0.00,313603865.21,689528.52,10707.46,43076042.30,13595592.56,3982274.70,0.00,5207365.63,3196855.23,17529993.65,26871445.86
2020-02-01,0.00,-14.90,-219.38,30.23,4168.59,18.83,0.47,491.34,57.55,50.40,0.00,44.49,41.81,254.25,326.26,0.00,0.00,34.50,0.00,19.90,177873.09,22887.40,3706185.49,384.83,496.05,226469.93,34371.03,30491.47,732.09,55.75,0.00,699651.98,0.00,0.00,229195421.48,1028921.12,41771.70,29256193.57,5018868.05,2706793.05,0.00,2861942.83,2213512.66,13168644.74,17168207.55
2020-03-01,0.00,-18.24,-443.36,18.07,4037.28,3.09,0.20,632.98,56.17,60.42,0.00,50.16,93.82,283.69,373.66,0.00,0.00,33.40,0.00,17.30,349321.57,14171.35,3586528.18,71.34,206.75,292550.78,33114.06,36806.73,702.05,43.00,0.00,413820.87,0.00,0.00,169983304.90,190297.69,12157.80,27822725.08,3564445.05,2483211.92,0.00,2535579.27,3722406.55,9741337.80,12678175.51
2020-04-01,0.00,-15.83,-310.82,10.13,3738.71,0.48,0.03,438.55,15.54,61.80,0.00,36.18,86.82,284.50,346.21,0.00,0.00,33.60,0.00,14.10,237105.52,7675.11,3312993.66,44.47,34.52,210139.09,9370.86,37735.05,711.99,38.28,0.00,218984.37,0.00,0.00,142906915.22,34588.50,1069.77,18056003.04,1003615.20,2289095.22,0.00,1883118.90,3064176.58,7994514.56,9375508.11
2020-05-01,0.00,-18.75,-390.66,1.79,3741.34,-0.52,0.04,466.08,29.91,60.52,0.00,56.19,144.15,224.23,291.27,0.00,0.00,27.10,0.00,10.20,309326.07,1384.58,3314695.61,1.00,36.90,220638.17,17784.36,36828.88,712.62,33.00,0.00,-290287.02,0.00,0.00,122060459.38,3033.01,1524.88,17863245.52,1754985.61,1941619.13,0.00,2452868.24,4686579.59,4210436.66,2012657.19
2020-06-01,0.00,-17.77,-448.27,0.38,3624.84,13.94,0.02,631.30,74.96,57.37,0.00,47.61,143.34,201.13,264.59,0.00,0.00,26.10,0.00,9.10,359169.23,304.12,3203832.69,290.49,25.90,287371.89,44206.59,34821.00,699.19,35.01,0.00,104143.66,0.00,0.00,126132602.81,453463.75,796.24,23576091.74,4319365.57,1902445.90,0.00,2347186.72,4697775.66,4074080.61,4547615.80
2020-07-01,0.00,-20.89,-409.85,0.17,3724.65,14.66,0.05,611.35,96.27,65.41,0.00,67.10,126.92,220.65,291.18,0.00,0.00,25.40,0.00,7.60,318329.20,136.52,3276398.31,334.05,57.03,280448.91,56798.27,39836.34,696.72,40.30,0.00,248703.07,0.00,0.00,147397252.98,607316.24,1826.31,26682947.02,5900344.93,2499676.79,0.00,3326553.99,4726688.67,5364330.72,6324254.83
2020-08-01,0.00,-30.34,-559.16,0.28,3858.15,21.92,0.38,407.50,71.93,57.40,0.00,61.94,112.35,259.29,375.42,0.00,0.00,27.20,0.00,8.00,435031.24,178.75,3395594.24,591.31,396.76,193700.46,42513.09,35188.32,697.24,32.95,0.00,-175060.91,0.00,0.00,126493394.52,703566.35,16863.87,16194605.97,4073819.97,1810869.99,0.00,2842573.78,3592513.96,3216839.57,2004987.43
2020-09-01,0.00,-30.57,-278.35,0.64,3580.14,31.47,0.07,190.05,53.21,56.71,0.00,62.70,150.90,260.61,402.62,0.00,0.00,31.40,0.00,10.30,215847.66,479.08,3146890.74,792.52,72.57,95223.77,31527.17,34536.12,690.52,29.60,0.00,-167115.75,0.00,0.00,106547210.71,909618.69,1990.21,6945627.77,3030594.10,1605890.04,0.00,2639796.59,4205313.40,2722429.38,2244733.60
2020-10-01,0.00,-30.52,-458.80,0.06,3880.61,30.71,0.32,359.23,28.54,55.45,0.00,52.76,134.61,273.28,472.30,0.00,0.00,30.50,0.00,14.60,360035.42,42.35,3440540.60,781.37,337.23,172733.27,17040.44,33782.38,688.80,37.49,0.00,315816.18,0.00,0.00,143874927.10,1136261.33,15936.50,16004571.98,2162067.61,1990708.04,0.00,2662011.75,5005201.33,7027623.65,9200951.71
2020-11-01,0.00,-32.48,-280.39,2.83,3897.99,25.83,0.13,281.53,49.10,45.47,0.00,72.02,126.57,342.09,535.50,0.00,0.00,32.20,0.00,15.50,216591.61,2043.24,3464539.95,616.69,136.05,139002.37,29498.10,27497.09,680.34,50.01,0.00,623038.27,0.00,0.00,190034605.12,1236399.48,8949.35,17121654.37,4887154.50,2098163.96,0.00,4362048.07,5746837.26,13161847.74,18985861.25
2020-12-01,0.00,-18.69,-214.02,31.52,4274.14,11.65,3.83,383.80,81.77,50.08,0.00,29.98,130.88,304.80,471.31,0.00,0.00,33.90,24.97,17.30,167961.72,23333.31,3771438.08,313.87,4018.03,183108.91,49095.10,30350.55,702.70,58.38,0.00,568561.31,0.00,0.00,240835389.02,676578.33,474360.15,25829070.15,8286042.20,2755598.35,0.00,2645219.62,6394327.26,16857450.04,25969668.19
2021-01-01,0.00,-18.04,-256.74,27.99,4112.68,11.20,0.52,376.39,29.79,51.29,0.00,105.02,142.59,283.18,481.36,0.00,0.00,35.30,24.97,18.50,199316.51,20513.40,3635475.38,258.38,546.41,176334.83,17691.75,31163.76,688.70,42.64,0.00,499152.88,0.00,0.00,173020742.65,473882.06,42853.00,17980269.10,2560278.12,2008492.53,0.00,4806425.23,5608206.32,10209135.14,17836027.43
2021-02-01,0.00,-3.27,-128.92,59.12,3734.42,14.62,1.15,373.17,35.76,38.28,0.00,82.47,95.45,260.73,419.92,0.00,0.00,29.70,25.10,19.70,99595.42,44795.88,3304867.41,336.62,1206.98,175061.36,21643.21,23164.94,696.68,44.73,0.00,89636.17,0.00,0.00,162572669.32,590832.00,315142.55,18974137.59,3587888.58,1638617.94,0.00,3861240.41,3930552.68,9005604.88,14904474.41
2021-03-01,0.00,-9.30,-174.00,37.32,4009.94,1.79,1.32,403.88,46.53,41.79,0.00,84.24,139.39,279.54,398.06,0.00,0.00,32.90,23.77,16.80,132986.19,28266.36,3554691.19,118.68,1386.31,190383.32,28007.18,25315.61,702.44,50.39,0.00,89039.30,0.00,0.00,195650572.53,101959.47,178165.40,24525222.59,5496563.29,1964620.08,0.00,4702288.60,5899699.13,9222777.15,11778564.35
2021-04-01,0.00,-24.73,-356.54,8.87,3908.66,0.88,0.33,263.55,46.02,49.99,0.00,98.86,133.22,222.40,367.80,0.00,0.00,32.70,20.50,12.00,279925.20,6371.69,3448107.77,62.41,342.85,131676.78,27710.15,30240.87,712.94,60.06,0.00,186921.23,0.00,0.00,226932547.48,71259.44,15343.03,21877772.27,7187979.16,2657326.36,0.00,6886479.32,5908647.13,7340882.35,9042401.43
2021-05-01,0.00,-30.83,-272.18,16.05,3755.70,0.84,17.98,257.13,121.74,53.41,0.00,104.78,152.88,239.32,343.61,0.00,0.00,27.50,18.07,8.80,209035.21,12056.74,3327274.96,62.42,18875.77,137504.61,74694.24,32355.51,712.91,138.00,0.00,315534.26,0.00,0.00,419570530.27,86479.54,12831657.82,49640000.00,64098103.20,6854581.97,0.00,30769013.91,11290550.66,12359488.94,15966955.57
2021-06-01,0.00,-34.54,-223.12,36.05,3388.32,14.90,13.93,510.40,211.17,48.32,0.00,99.69,146.35,207.34,311.55,0.00,0.00,23.90,15.79,6.80,164629.50,27883.83,3000313.04,338.88,14618.79,241988.02,125964.11,29068.03,692.45,245.30,0.00,1433974.25,0.00,0.00,727861782.59,2912937.92,11136110.76,160453935.03,119013516.37,11010517.04,0.00,37660885.46,21238340.56,17902843.50,22207829.99
2021-07-01,0.00,-45.48,-288.57,17.73,3800.41,25.98,28.53,357.98,130.14,39.09,0.01,105.35,175.25,256.93,357.70,0.00,0.00,25.80,15.74,6.30,208671.20,13306.74,3357724.55,567.81,29952.50,173828.49,78226.13,23519.62,699.14,157.33,0.00,2064298.90,0.00,0.00,550946535.32,3743520.18,13435552.57,71054284.46,45740062.88,5406149.47,351.47,24555846.91,23155396.38,16081831.08,19282829.60
2021-08-01,0.00,-39.71,-285.46,9.67,3754.75,32.88,3.16,316.78,46.12,40.48,0.01,49.33,179.94,263.11,439.88,0.00,0.00,27.40,17.35,7.00,211954.30,6967.59,3310946.87,826.75,3313.11,153945.27,27742.21,24230.64,689.26,58.64,0.00,584492.47,0.00,0.00,215372277.18,1871208.24,357062.27,22234343.88,5638350.71,2198677.61,206.30,4930002.28,10342631.02,6381918.03,6624924.96
2021-09-01,0.00,-37.24,-177.92,12.55,3552.54,20.93,3.32,216.32,37.39,39.84,0.14,64.66,175.73,242.52,503.12,0.00,0.00,29.40,18.82,9.90,131484.79,8960.68,3128958.91,543.29,3489.55,104242.28,22782.34,23719.98,679.26,59.05,0.00,-1873.78,0.00,0.00,203804193.40,1353730.91,382621.91,16506277.67,4709478.42,2145452.61,-1128.63,5294864.12,10310728.31,6543688.73,4823213.13
2021-10-01,0.00,-32.21,-130.93,30.98,3656.65,27.54,8.04,227.12,104.10,42.82,0.00,82.33,127.68,303.93,573.58,0.00,0.00,36.30,22.30,12.60,92019.37,22231.62,3225862.63,708.85,8441.80,117282.74,63030.86,25818.75,671.37,75.71,193.71,-146419.21,0.00,0.00,263777766.06,2066833.74,1403143.05,20902379.57,13266245.84,2967451.68,16.36,9228232.81,9666708.48,12167775.44,5387710.97
2021-11-01,-0.02,-39.08,-133.34,38.01,3724.86,18.49,2.43,243.14,93.42,44.43,0.00,74.65,151.79,277.34,537.90,0.00,0.00,30.80,22.89,12.40,96211.29,28956.35,3296936.69,480.23,2552.89,123461.79,56157.97,26996.57,683.22,106.06,5688.58,1526011.52,0.00,0.00,376688125.44,1955251.47,528068.57,28602809.71,18927654.98,4421027.81,486.64,12231801.56,12917987.60,25025024.12,44011022.13
2021-12-01,-0.40,-59.19,-74.30,101.28,3774.55,12.06,3.59,332.36,70.49,47.31,0.00,70.45,121.07,368.34,640.65,0.00,0.00,32.80,24.19,17.90,51656.60,70195.17,3343166.11,317.71,3766.07,160233.20,42741.28,28727.13,665.19,151.13,28554.83,2772103.81,0.00,0.00,516940923.83,1536998.86,6515057.43,72324939.11,36097419.64,6073867.75,2198.35,29371985.96,12552654.87,27257864.70,46922948.90
