date,Battery (Charging) -  GWh,Pumps -  GWh,Exports -  GWh,Imports -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2006-06-01,0.00,-14.60,0.00,0.00,4316.76,0.00,0.00,353.51,16.51,0.00,0.00,73.86,0.00,0.00,0.00,0.00,0.00,23.90,15.73,5.90,0.00,0.00,3909049.56,0.00,2.74,181977.14,9866.71,0.00,0.00,24.23,0.00,240615.76,0.00,0.00,106620397.59,0.00,45.58,9044730.78,489287.95,0.00,0.00,2271502.62,0.00,0.00,0.00
2006-07-01,0.00,-7.25,0.00,0.00,4626.56,0.00,0.00,319.64,26.77,0.00,0.00,81.99,0.00,0.00,0.00,0.00,0.00,26.30,15.73,6.80,0.00,0.00,4189245.23,0.00,0.00,169824.40,16214.91,0.00,0.00,29.61,0.00,102910.48,0.00,0.00,138278043.28,0.00,0.00,10065678.24,1176731.49,0.00,0.00,2689532.14,0.00,0.00,0.00
2006-08-01,0.00,-10.71,0.00,0.00,4407.87,0.00,0.12,367.31,34.23,0.00,0.00,73.23,0.00,0.00,0.00,0.00,0.00,28.40,16.69,6.10,0.00,0.00,4001450.85,0.00,129.18,187538.39,20384.09,0.00,0.00,22.90,0.00,159760.39,0.00,0.00,102568125.85,0.00,3535.98,8821579.66,1009727.54,0.00,0.00,1965301.05,0.00,0.00,0.00
2006-09-01,0.00,-2.02,0.00,0.00,4246.11,0.00,1.54,347.86,60.34,0.00,0.00,57.15,0.00,0.00,0.00,0.00,0.00,30.00,18.67,11.30,0.00,0.00,3835808.32,0.00,1615.35,175786.84,35809.94,0.00,0.00,19.83,0.00,26562.49,0.00,0.00,85647365.34,0.00,49241.69,7157793.73,1378866.03,0.00,0.00,1232383.49,0.00,0.00,0.00
2006-10-01,0.00,-0.41,0.00,0.00,4376.43,0.00,0.01,347.42,83.13,0.00,0.00,63.73,0.00,0.00,0.00,0.00,0.00,33.30,20.61,13.10,0.00,0.00,3960719.20,0.00,12.01,168195.53,49410.93,0.00,0.00,21.04,0.00,6677.27,0.00,0.00,94951043.40,0.00,255.62,7669744.09,2011709.23,0.00,0.00,1447386.91,0.00,0.00,0.00
2006-11-01,0.00,-7.78,0.00,0.00,4385.25,0.00,1.20,320.46,88.23,0.00,0.00,77.87,0.00,0.00,0.00,0.00,0.00,33.20,22.40,10.80,0.00,0.00,3970636.00,0.00,1256.14,152533.95,52612.97,0.00,0.00,25.29,0.00,173915.74,0.00,0.00,117053935.93,0.00,98022.70,8929676.30,3450062.45,0.00,0.00,2443628.98,0.00,0.00,0.00
2006-12-01,0.00,-3.99,0.00,0.00,4412.71,0.00,0.48,276.44,101.21,0.00,0.00,61.85,0.00,0.00,0.00,0.00,0.00,31.60,22.56,15.30,0.00,0.00,3981720.08,0.00,500.77,137760.96,60021.82,0.00,0.00,20.02,0.00,45794.56,0.00,0.00,91465105.58,0.00,8043.02,5490639.28,2646375.21,0.00,0.00,1298549.92,0.00,0.00,0.00
2007-01-01,0.00,-5.24,0.00,0.00,4478.33,0.00,16.47,345.12,141.96,0.00,0.00,62.69,0.00,0.00,0.00,0.00,0.00,34.20,25.13,17.50,0.00,0.00,4065282.45,0.00,17286.32,174001.25,86020.22,0.00,0.00,61.44,0.00,97412.07,0.00,0.00,315746060.69,0.00,4391398.00,26392916.67,17493200.66,0.00,0.00,8748059.42,0.00,0.00,0.00
2007-02-01,0.00,-0.75,0.00,0.00,4028.90,0.00,2.85,332.67,153.17,0.00,0.00,96.48,0.00,0.00,0.00,0.00,0.00,31.20,24.45,18.40,0.00,0.00,3650370.60,0.00,2993.21,166831.31,91317.07,0.00,0.00,40.27,0.00,13825.57,0.00,0.00,176751722.40,0.00,270153.25,15282067.98,8488953.21,0.00,0.00,4107922.87,0.00,0.00,0.00
2007-03-01,0.00,-10.77,0.00,0.00,4540.10,0.00,7.06,365.38,161.18,0.00,0.00,102.10,0.00,0.00,0.00,0.00,0.00,37.90,24.76,16.50,0.00,0.00,4110631.17,0.00,7410.02,186438.64,96000.97,0.00,0.00,45.50,0.00,333627.39,0.00,0.00,220702089.85,0.00,351947.84,18427507.27,9544825.86,0.00,0.00,4981713.74,0.00,0.00,0.00
2007-04-01,0.00,-32.44,0.00,0.00,3955.65,0.00,0.17,295.02,174.84,0.00,0.00,99.70,0.00,0.00,0.00,0.00,0.00,29.00,21.88,12.70,0.00,0.00,3586656.98,0.00,173.67,148853.68,104767.89,0.00,0.00,85.84,0.00,1616106.92,0.00,0.00,372357361.98,0.00,16753.42,28280614.03,21985929.73,0.00,0.00,10248488.52,0.00,0.00,0.00
2007-05-01,0.00,-54.62,0.00,0.00,4042.79,0.00,0.64,337.69,163.57,0.00,0.00,126.11,0.00,0.00,0.00,0.00,0.00,30.00,20.39,12.00,0.00,0.00,3662477.88,0.00,670.91,168692.58,97451.62,0.00,0.00,57.04,0.00,1938325.24,0.00,0.00,236483307.58,0.00,43028.33,20947598.14,10437307.56,0.00,0.00,8317053.95,0.00,0.00,0.00
2007-06-01,0.00,-62.05,0.00,0.00,3981.87,0.00,15.33,322.39,173.99,0.00,0.00,107.28,0.00,0.00,0.00,0.00,0.00,26.70,15.69,6.60,0.00,0.00,3616533.85,0.00,16093.52,160175.86,104432.01,0.00,0.00,192.12,0.00,3538664.58,0.00,0.00,753676256.05,0.00,18391126.64,66986872.25,70506627.84,0.00,0.00,33982687.04,0.00,0.00,0.00
2007-07-01,0.00,-53.23,0.00,0.00,4313.60,0.00,5.38,317.37,161.86,0.00,0.00,96.43,0.00,0.00,0.00,0.00,0.00,26.70,14.25,3.80,0.00,0.00,3890007.69,0.00,5649.18,152767.21,96045.47,0.00,0.00,63.78,0.00,1603002.18,0.00,0.00,281239908.00,0.00,977416.00,22734928.96,13015215.16,0.00,0.00,8379317.28,0.00,0.00,0.00
2007-08-01,0.00,-29.84,0.00,0.00,4082.28,0.00,3.19,252.66,172.96,0.00,0.00,63.29,0.00,0.00,0.00,0.00,0.00,28.80,16.70,5.40,0.00,0.00,3704139.25,0.00,3345.88,127355.32,102453.17,0.00,0.00,50.13,0.00,750618.73,0.00,0.00,205843648.33,0.00,102253.96,15300411.46,9693153.36,0.00,0.00,3699975.96,0.00,0.00,0.00
2007-09-01,0.00,-38.67,0.00,0.00,3778.00,0.00,8.85,139.84,163.94,0.00,0.00,94.72,0.00,0.00,0.00,0.00,0.00,31.20,19.07,11.10,0.00,0.00,3439001.43,0.00,9292.79,83076.02,97111.71,0.00,0.00,53.20,0.00,1141419.26,0.00,0.00,207878946.72,0.00,455546.75,8121892.41,10907927.90,0.00,0.00,6086230.79,0.00,0.00,0.00
2007-10-01,0.00,-37.48,0.00,0.00,3897.28,0.00,5.26,326.65,173.81,0.00,0.00,62.12,0.00,0.00,0.00,0.00,0.00,34.10,22.18,13.30,0.00,0.00,3509978.43,0.00,5624.93,159771.18,103598.54,0.00,0.00,49.12,0.00,1029535.76,0.00,0.00,200860152.01,0.00,710008.85,17522835.20,10760690.80,0.00,0.00,5124375.48,0.00,0.00,0.00
2007-11-01,0.00,-11.56,0.00,0.00,4210.58,0.00,3.06,237.14,189.60,0.00,0.00,33.43,0.00,0.00,0.00,0.00,0.00,31.10,21.97,15.30,0.00,0.00,3792319.37,0.00,3211.72,123945.51,113320.03,0.00,0.00,48.96,0.00,154442.08,0.00,0.00,220001506.96,0.00,278563.77,14160235.95,10985398.13,0.00,0.00,3499882.55,0.00,0.00,0.00
2007-12-01,0.00,-2.38,0.00,0.00,4379.38,0.00,5.66,331.00,184.34,0.00,0.00,40.49,0.00,0.00,0.00,0.00,0.00,31.20,23.90,17.70,0.00,0.00,3946132.78,0.00,5945.24,162284.15,111001.76,0.00,0.00,49.70,0.00,34789.50,0.00,0.00,238327858.91,0.00,472409.65,19191718.51,12187969.28,0.00,0.00,2397452.29,0.00,0.00,0.00
2008-01-01,0.00,-2.01,0.00,0.00,4536.06,0.00,18.69,317.01,167.47,0.00,0.00,65.43,0.00,0.00,0.00,0.00,0.00,31.30,24.62,17.60,0.00,0.00,4083275.29,0.00,19615.89,155540.48,100173.70,0.00,0.00,41.77,0.00,33750.61,0.00,0.00,202260067.63,0.00,2215300.38,13556268.53,10196436.43,0.00,0.00,3434950.15,0.00,0.00,0.00
2008-02-01,0.00,-1.80,0.00,0.00,4084.57,0.00,15.35,320.11,173.56,0.00,0.00,90.17,0.00,0.00,0.00,0.00,0.00,40.20,24.02,18.50,0.00,0.00,3668133.83,0.00,16109.57,157754.15,103993.01,0.00,0.00,107.09,0.00,32420.37,0.00,0.00,522845752.72,0.00,19002027.35,45991398.06,57481114.31,0.00,0.00,13107146.97,0.00,0.00,0.00
2008-03-01,0.00,-1.72,0.00,0.00,4370.17,0.00,3.20,322.85,161.04,0.00,0.00,108.54,0.00,0.00,0.00,0.00,0.00,31.00,22.03,12.20,0.00,0.00,3925436.20,0.00,3356.05,156637.82,96389.29,0.00,0.00,30.72,0.00,27375.76,0.00,0.00,141056822.09,0.00,393381.67,11007657.61,6618176.39,0.00,0.00,3412578.89,0.00,0.00,0.00
2008-04-01,0.00,-1.61,0.00,0.00,4256.16,0.00,0.81,328.99,153.73,0.00,0.00,88.37,0.00,0.00,0.00,0.00,0.00,29.60,19.91,10.00,0.00,0.00,3840896.10,0.00,844.54,162093.86,91506.54,0.00,0.00,32.39,0.00,29674.45,0.00,0.00,142440476.48,0.00,26258.40,11726645.24,5619249.33,0.00,0.00,2957744.28,0.00,0.00,0.00
2008-05-01,0.00,-2.83,0.00,0.00,4339.49,0.00,1.19,324.43,164.18,0.00,0.00,74.35,0.00,0.00,0.00,0.00,0.00,27.80,17.29,8.60,0.00,0.00,3925651.89,0.00,1248.84,160000.72,98663.64,0.00,0.00,38.27,0.00,71289.14,0.00,0.00,169038816.70,0.00,67996.40,13496190.71,7613062.39,0.00,0.00,3299580.74,0.00,0.00,0.00
2008-06-01,0.00,-2.12,0.00,0.00,4057.02,0.00,4.84,326.60,182.46,0.00,0.00,76.14,0.00,0.00,0.00,0.00,0.00,26.50,16.60,8.00,0.00,0.00,3658641.25,0.00,5084.01,158037.58,112839.88,0.00,0.00,38.81,0.00,47682.80,0.00,0.00,160272912.13,0.00,498093.36,13688182.86,9020380.43,0.00,0.00,3355996.54,0.00,0.00,0.00
2008-07-01,0.00,-1.34,0.00,0.00,4471.50,0.00,0.29,330.90,216.79,0.00,0.00,57.82,0.00,0.00,0.00,0.00,0.00,25.70,14.88,3.70,0.00,0.00,4022671.69,0.00,303.61,156463.50,134983.97,0.00,0.00,47.36,0.00,22772.89,0.00,0.00,220686254.46,0.00,431261.03,17112089.19,13664377.42,0.00,0.00,3490393.46,0.00,0.00,0.00
2008-08-01,0.00,-1.75,0.00,0.00,4403.07,0.00,0.46,265.78,202.02,0.00,0.00,32.11,0.00,0.00,0.00,0.00,0.00,28.70,15.00,4.10,0.00,0.00,3993896.18,0.00,477.61,126682.82,126496.17,0.00,0.00,33.76,0.00,34871.50,0.00,0.00,152399337.03,0.00,14151.31,9572109.34,7959963.45,0.00,0.00,1295006.02,0.00,0.00,0.00
2008-09-01,0.00,-5.71,0.00,0.00,4130.53,0.00,0.13,295.54,170.17,0.00,0.00,39.69,0.00,0.00,0.00,0.00,0.00,35.10,19.01,11.00,0.00,0.00,3715703.42,0.00,135.61,139216.68,104449.67,0.00,0.00,29.81,0.00,122259.75,0.00,0.00,127692926.12,0.00,4064.55,9677540.75,5833325.60,0.00,0.00,1609991.46,0.00,0.00,0.00
2008-10-01,0.00,-4.61,0.00,0.00,4444.03,0.00,2.09,177.25,143.47,0.00,0.00,49.68,0.00,0.00,0.00,0.00,0.00,31.30,19.53,10.60,0.00,0.00,4022321.76,0.00,2188.94,71719.72,85735.83,0.00,0.00,41.50,0.00,86877.04,0.00,0.00,200394920.25,0.00,1154423.51,8293401.26,9041581.05,0.00,0.00,2676500.34,0.00,0.00,0.00
2008-11-01,0.00,-8.18,0.00,0.00,4276.67,0.00,2.25,243.33,128.12,0.00,0.00,63.43,0.00,0.00,0.00,0.00,0.00,32.70,22.98,13.80,0.00,0.00,3835904.62,0.00,2360.12,109011.34,77679.71,0.00,0.00,34.65,0.00,168596.25,0.00,0.00,164876849.03,0.00,531626.93,9687004.72,6230553.55,0.00,0.00,2834535.91,0.00,0.00,0.00
2008-12-01,0.00,-10.24,0.00,0.00,4435.04,0.00,6.48,292.66,157.59,0.00,0.00,40.45,0.00,0.00,0.00,0.00,0.00,34.90,25.08,17.00,0.00,0.00,3966439.99,0.00,6799.35,139636.90,97497.82,0.00,0.00,28.23,0.00,206937.97,0.00,0.00,131575640.05,0.00,329995.01,9011947.22,5260672.79,0.00,0.00,1363165.51,0.00,0.00,0.00
2009-01-01,0.00,-9.62,0.00,0.00,4439.75,0.00,8.58,294.18,180.18,0.00,0.00,92.34,0.00,0.00,0.00,0.00,0.00,33.90,25.16,18.60,0.00,0.00,3999007.90,0.00,9006.69,141763.99,111029.55,0.00,851.24,37.30,0.00,197702.22,0.00,0.00,188737663.19,0.00,1746123.79,13430351.89,11685541.14,0.00,0.00,5103493.87,0.00,0.00,0.00
2009-02-01,0.00,-6.08,0.00,0.00,3988.48,0.00,2.28,262.84,172.87,0.00,0.00,97.14,0.00,0.00,0.00,0.00,0.00,36.10,25.04,19.20,0.00,0.00,3590751.88,0.00,2389.55,125213.27,106104.41,0.00,846.58,36.23,0.00,118403.80,0.00,0.00,160526940.69,0.00,785272.54,10972170.74,9445867.73,0.00,0.00,4126046.78,0.00,0.00,0.00
2009-03-01,0.00,-4.64,0.00,0.00,4175.72,0.00,1.61,322.72,202.11,0.00,0.00,99.52,0.00,0.00,0.00,0.00,0.00,33.80,23.95,17.30,0.00,0.00,3757461.69,0.00,1688.26,153256.73,123710.51,0.00,841.38,24.89,0.00,79609.15,0.00,0.00,110578005.42,0.00,103638.38,8977916.74,5651310.15,0.00,0.00,2654125.35,0.00,0.00,0.00
2009-04-01,0.00,-1.27,0.00,0.00,4071.52,0.00,2.55,292.92,207.00,0.00,0.00,81.97,0.00,0.00,0.00,0.00,0.00,30.70,21.73,12.10,0.00,0.00,3638145.73,0.00,2677.93,140595.48,126337.52,0.00,839.53,31.41,0.00,20808.71,0.00,0.00,135888107.64,0.00,175595.09,10033804.05,7482573.16,0.00,0.00,2753741.55,0.00,0.00,0.00
2009-05-01,0.00,-5.15,0.00,0.00,4124.82,0.00,4.17,323.80,231.24,0.00,0.00,89.93,0.00,0.00,0.00,0.00,0.00,26.20,18.05,9.00,0.00,0.00,3676522.36,0.00,4375.94,153685.73,138616.89,0.00,833.16,27.14,0.00,105116.96,0.00,0.00,114666638.61,0.00,110001.15,9318246.00,6842267.48,0.00,0.00,2605992.05,0.00,0.00,0.00
2009-06-01,0.00,-3.32,-4.91,0.00,4212.11,0.00,0.11,252.89,216.37,0.00,0.00,69.35,0.00,0.00,0.00,0.00,0.00,24.40,15.63,5.50,4278.23,0.00,3755983.91,0.00,113.34,128228.95,127685.31,0.00,845.05,32.03,0.00,55382.51,0.00,0.00,133169238.49,0.00,3477.03,9463533.75,10933099.59,0.00,0.00,2312930.04,0.00,0.00,0.00
2009-07-01,0.00,-15.13,-433.57,0.56,4399.56,48.21,1.73,148.41,215.44,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,25.80,15.01,6.20,384594.19,509.80,3958182.42,4473.68,1819.25,88436.67,126633.02,0.00,857.11,27.98,0.00,301379.75,0.00,0.00,125138104.58,1337521.50,112040.55,4293654.67,7806678.63,0.00,0.00,2139575.81,0.00,0.00,0.00
2009-08-01,0.00,-1.77,-376.78,3.04,4123.51,47.69,0.12,230.55,221.67,0.00,0.00,45.62,0.00,0.00,0.00,0.00,0.00,35.40,17.96,8.20,340320.89,2727.03,3711462.95,4527.96,123.16,113172.49,130202.35,0.00,843.54,23.19,0.00,25017.90,0.00,0.00,97984680.54,1143609.87,2805.03,5282356.17,5559885.32,0.00,0.00,1167451.80,0.00,0.00,0.00
2009-09-01,0.00,-5.54,-333.47,0.53,3776.53,51.30,0.13,318.94,295.23,0.00,0.00,26.13,0.00,0.00,0.00,0.00,0.00,34.20,19.72,8.50,306446.38,479.47,3442973.34,4883.43,133.76,153091.55,175874.78,0.00,840.48,24.38,0.00,115193.78,0.00,0.00,94160945.96,1267632.53,3140.02,8058851.37,7442290.65,0.00,0.00,711545.51,0.00,0.00,0.00
2009-10-01,0.00,-2.69,-393.61,4.89,4006.98,46.31,5.63,335.99,351.95,0.00,0.00,24.79,0.00,0.00,0.00,0.00,0.00,35.00,21.19,11.80,359641.29,4429.40,3643940.71,4042.42,5914.97,159763.95,212510.21,0.00,838.07,25.86,0.00,48850.64,0.00,0.00,107337470.00,1243187.58,141277.41,9402816.81,9602612.86,0.00,0.00,828598.73,0.00,0.00,0.00
2009-11-01,0.00,-16.53,-347.32,6.36,4256.29,13.89,16.56,325.99,381.45,0.00,0.00,36.12,0.00,0.00,0.00,0.00,0.00,34.80,24.10,14.20,316735.57,5323.86,3845159.92,385.69,17380.37,154883.32,232064.14,0.00,842.85,71.52,0.00,311436.90,0.00,0.00,367844538.52,1252383.76,13494100.25,33997773.82,54722682.40,0.00,0.00,12890919.78,0.00,0.00,0.00
2009-12-01,0.00,-7.46,-468.61,8.75,4493.05,11.94,6.40,354.13,382.29,0.00,0.00,54.96,0.00,0.00,0.00,0.00,0.00,33.20,25.23,17.10,422380.35,7359.62,4030685.96,247.03,6720.46,167479.87,229095.15,0.00,831.20,29.08,0.00,123671.54,0.00,0.00,143365836.67,478435.48,1553921.49,12184247.34,16384834.99,0.00,0.00,2078741.07,0.00,0.00,0.00
2010-01-01,0.00,-12.99,-339.39,9.50,4469.52,14.30,4.97,373.77,330.93,0.00,0.00,34.61,0.00,0.00,0.00,0.00,0.00,35.10,26.09,17.30,305339.70,8221.32,4008006.58,292.95,5214.45,176836.59,200570.50,0.00,838.00,64.90,0.00,234439.43,0.00,0.00,251041882.67,1053290.15,7327060.94,20120315.01,37036343.27,0.00,0.00,6667677.75,0.00,0.00,0.00
2010-02-01,0.00,-1.95,-459.40,2.89,4090.46,13.75,1.73,390.92,333.73,0.00,0.00,36.30,0.00,0.00,0.00,0.00,0.00,33.50,25.41,19.60,406986.58,2345.43,3657640.83,280.78,1817.01,182744.56,198685.58,0.00,824.90,46.17,0.00,29330.79,0.00,0.00,170604899.22,591331.99,2560438.29,14794013.25,22029984.19,0.00,0.00,2214607.94,0.00,0.00,0.00
2010-03-01,0.00,-3.01,-517.73,1.36,4306.24,14.93,0.64,418.67,356.60,0.00,0.00,45.60,0.00,0.00,0.00,0.00,0.00,33.10,23.51,17.20,458991.25,1203.93,3842420.26,307.62,670.22,198019.57,217122.45,0.00,822.09,24.86,0.00,43664.69,0.00,0.00,104524027.31,379226.11,22921.63,10276162.57,9511868.64,0.00,0.00,1205598.36,0.00,0.00,0.00
2010-04-01,0.00,-2.86,-510.66,2.61,3936.82,-0.38,0.24,495.70,284.79,0.00,0.00,78.64,0.00,0.00,0.00,0.00,0.00,31.30,21.94,13.00,445328.87,2282.11,3509106.22,0.00,253.96,229949.45,171113.75,0.00,809.21,21.72,0.00,44987.27,0.00,0.00,84469564.75,0.00,5887.98,10531974.37,6342165.22,0.00,0.00,1688152.47,0.00,0.00,0.00
2010-05-01,0.00,-1.24,-760.02,0.28,4197.72,-0.58,1.91,538.63,292.21,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,27.90,18.10,9.70,660347.09,236.96,3752833.10,0.18,2004.08,249918.60,172628.51,0.00,810.26,21.13,0.00,18978.22,0.00,0.00,87057596.25,157.29,41736.91,11059648.52,6786089.11,0.00,0.00,1525365.82,0.00,0.00,0.00
2010-06-01,0.00,-1.48,-732.91,0.00,3997.72,31.51,0.27,616.11,300.70,0.00,0.00,48.35,0.00,0.00,0.00,0.00,0.00,25.20,15.88,7.30,635003.43,0.00,3572714.40,2936.90,287.17,280589.48,176913.72,0.00,797.71,23.28,0.00,27047.91,0.00,0.00,91555695.96,726532.25,7843.57,14211278.22,7659549.93,0.00,0.00,1201341.58,0.00,0.00,0.00
2010-07-01,0.00,-0.90,-816.99,0.00,4160.44,44.11,0.12,659.61,295.58,0.00,0.00,56.71,0.00,0.00,0.00,0.00,0.00,26.80,15.98,6.70,700472.94,0.00,3692712.26,4054.40,127.65,304171.29,175377.37,0.00,790.23,21.69,0.00,14945.86,0.00,0.00,88943846.24,921524.91,2585.49,14281097.21,6673692.87,0.00,0.00,1252811.49,0.00,0.00,0.00
2010-08-01,0.00,-1.68,-713.49,0.24,3896.81,24.66,1.84,764.26,303.30,0.00,0.00,57.56,0.00,0.00,0.00,0.00,0.00,27.80,16.09,6.10,614457.22,167.74,3487022.89,1958.00,1929.76,361141.84,178293.90,0.00,788.29,21.61,0.00,24468.27,0.00,0.00,83378498.28,501430.11,46712.32,16600685.89,6653225.29,0.00,0.00,1254575.42,0.00,0.00,0.00
2010-09-01,0.00,-2.48,-653.91,0.00,3701.88,14.21,3.64,727.49,294.74,0.00,0.00,56.15,0.00,0.00,0.00,0.00,0.00,28.40,19.52,11.60,561816.52,0.00,3308737.90,1311.32,3817.38,345534.77,173173.60,0.00,789.71,21.56,0.00,44281.04,0.00,0.00,79361273.46,302988.52,77011.09,15623027.28,6385266.18,0.00,0.00,1223237.15,0.00,0.00,0.00
2010-10-01,0.00,-0.65,-635.19,0.00,3914.77,40.90,0.11,637.53,299.19,0.00,0.00,55.39,0.00,0.00,0.00,0.00,0.00,29.90,19.88,9.70,540519.39,1.95,3488710.09,3716.39,113.01,313679.52,175868.12,0.00,798.13,20.53,0.00,12074.63,0.00,0.00,79993057.36,788439.44,2173.65,12820167.11,6219561.10,0.00,0.00,1125147.45,0.00,0.00,0.00
2010-11-01,0.00,-1.97,-626.07,0.01,3754.32,9.82,0.11,728.08,316.64,0.00,0.00,65.30,0.00,0.00,0.00,0.00,0.00,29.50,22.29,14.90,533903.74,7.32,3347544.60,1210.77,114.99,347950.07,186126.03,0.00,788.71,18.23,0.00,25751.69,0.00,0.00,67667766.94,135100.37,1914.74,13181862.73,5913727.06,0.00,0.00,1191149.18,0.00,0.00,0.00
2010-12-01,0.00,-12.47,-565.51,2.08,3787.05,1.43,0.47,777.61,295.28,0.00,0.00,100.63,0.00,0.00,0.00,0.00,0.00,32.10,23.38,14.70,472462.84,1757.19,3362776.65,55.75,492.59,366582.32,173628.41,0.00,782.58,23.43,0.00,184130.80,0.00,0.00,86324941.52,36197.74,16478.12,17900972.57,7129768.66,0.00,0.00,2318463.75,0.00,0.00,0.00
2011-01-01,0.00,-3.96,-406.40,13.67,3876.73,0.45,21.99,601.80,258.53,0.00,0.00,113.11,0.00,0.00,0.00,0.00,0.00,34.90,24.79,18.80,347883.20,12054.51,3468537.20,36.12,23085.59,291550.92,155739.70,0.00,805.00,49.69,0.00,81986.98,0.00,0.00,183899084.81,55712.44,2173143.83,31831607.96,17107887.21,0.00,0.00,5052183.44,0.00,0.00,0.00
2011-02-01,0.00,-13.80,-437.89,3.24,3742.70,4.47,7.71,670.22,236.48,0.00,0.00,93.94,0.00,0.00,0.00,0.00,0.00,35.30,25.41,18.20,374918.33,2863.95,3345749.35,208.14,8093.88,314080.52,140357.17,0.00,797.86,122.68,0.00,350767.67,0.00,0.00,416002312.50,1314956.52,13406542.80,80164688.18,64982633.32,0.00,0.00,20478470.87,0.00,0.00,0.00
2011-03-01,0.00,-3.72,-359.08,13.28,3833.04,-0.38,0.49,738.23,249.34,0.00,0.00,107.91,0.00,0.00,0.00,0.00,0.00,34.50,23.98,16.30,304458.25,11839.37,3406570.29,0.00,509.50,345597.50,146990.31,0.00,787.72,28.69,0.00,75310.84,0.00,0.00,107530040.24,0.00,19370.59,21051020.00,7727096.57,0.00,0.00,2983180.60,0.00,0.00,0.00
2011-04-01,0.00,-2.61,-405.74,0.49,3647.36,-0.23,0.02,485.36,212.94,0.00,0.00,91.48,0.00,0.00,0.00,0.00,0.00,29.40,20.78,15.30,351119.74,436.19,3262151.60,0.02,23.54,236062.48,126593.40,0.00,812.63,25.39,0.00,53612.82,0.00,0.00,91988339.25,28.46,569.68,12199829.44,5439117.35,0.00,0.00,2288089.96,0.00,0.00,0.00
2011-05-01,0.00,-0.57,-418.99,5.60,3708.91,7.43,0.02,618.53,182.00,0.00,0.00,88.52,0.00,0.00,0.00,0.00,0.00,27.60,17.12,7.90,356467.89,5041.01,3328823.53,645.26,24.39,288625.33,106823.42,0.00,804.86,27.84,0.00,13179.97,0.00,0.00,102529891.53,214650.95,746.94,17266188.56,5186590.09,0.00,0.00,2432834.75,0.00,0.00,0.00
2011-06-01,0.00,-2.56,-477.68,0.33,3811.00,45.86,0.03,592.10,198.32,0.00,0.00,71.95,0.00,0.00,0.00,0.00,0.00,25.80,14.97,5.90,399572.60,288.18,3381264.12,3606.27,32.09,283753.99,116555.68,0.00,798.69,25.99,0.00,50464.91,0.00,0.00,97867633.96,1162669.35,779.71,15383831.96,5307460.98,0.00,0.00,1822370.59,0.00,0.00,0.00
2011-07-01,0.00,-0.95,-622.57,0.14,4026.93,59.67,0.03,628.79,200.27,0.00,0.00,72.63,0.00,0.00,0.00,0.00,0.00,24.10,14.81,5.60,529312.59,120.57,3582934.48,4214.45,32.04,304840.29,117767.82,0.00,797.40,27.41,0.00,16730.21,0.00,0.00,108666811.05,1567090.02,1008.35,17231139.48,5812970.86,0.00,0.00,1948713.34,0.00,0.00,0.00
2011-08-01,0.00,-3.57,-349.98,2.76,3549.96,60.93,0.03,652.10,228.22,0.00,0.00,83.69,0.00,0.00,0.00,0.00,0.00,25.40,16.02,5.30,303028.02,2456.98,3189596.85,4842.81,28.64,312576.82,134228.02,0.00,790.86,29.45,0.00,79331.89,0.00,0.00,103838122.27,1755935.35,867.25,19381710.20,6838239.17,0.00,0.00,2429221.02,0.00,0.00,0.00
2011-09-01,0.00,-2.18,-341.96,1.57,3377.04,59.51,0.02,601.88,240.09,0.00,0.00,69.72,0.00,0.00,0.00,0.00,0.00,32.30,18.16,7.00,300372.66,1410.42,3053228.66,5238.21,22.91,286771.75,141251.17,0.00,795.76,29.73,0.00,47710.44,0.00,0.00,99392864.71,1744430.94,646.73,18006518.98,7135429.07,0.00,0.00,2078736.15,0.00,0.00,0.00
