date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2/1/2023,-20.87,-89.46,2410.35,7303.37,2.9,4.47,72.98,416.43,90.81,7.92,42.33,16.86,903.62,2033.28,1346.77,2109.86,2855125.85,6570939.83,144.21,4775.74,41127.95,192162.16,57339.8,4669.35,26244.88,585.68,92.23,478451.87,2703183.14,160505183.7,695633643.4,313387.33,3909737.55,13475316.86,62813903.43,30466540.29,4894154.53,3803949.14,3199303.58,99280090.21,138017237.6,78006860.43,99200451.88
3/1/2023,-22.34,-81.6,2598.98,7951.56,0.38,2.73,76.73,764.2,160.51,9.89,45.97,17.02,1164.13,2010.2,1195.7,1955.55,3092562.58,7150999.47,26.16,2832.76,42884.32,331304.96,100317.14,5830.3,28517.21,602.55,113.73,760734.14,3995408.34,179191425.3,1021914397,54547.15,4643633.67,7867437.34,115590976.2,58696499.78,1532685.99,5719660.86,3225588.95,155895484.6,133441347,81578624.87,95349185.06
4/1/2023,-27.68,-121.43,2538.78,6867.43,-0.31,4.31,56.48,571.79,204.65,15.44,38.48,22.89,1193.08,1907.88,1073.28,1593.16,3018786.21,6154986.84,0.03,4664.49,31377.41,249355.98,127975.94,9105.71,23880.21,603.59,109.22,1188449.13,3262469.94,229379482.7,824498983.6,68.13,1131599.47,8287662.48,79270968.32,43104182.4,3143808.21,4384039.6,3679117.71,135267996.9,130742195.3,57430471.54,67966536.32
5/1/2023,-37.93,-111.55,2991.33,7532.61,0,5.48,70.09,862.54,349.75,37.78,35.72,31.15,1534.47,2256.63,963.61,1413.37,3568976.5,6748694.59,11.7,5752.16,39759.22,376805.92,213722.42,22280.85,22411.15,613.24,180.12,3204250.75,6617076.77,391752679.1,1478669769,257114.78,4127232.31,17473957.78,217499782.7,133362828.4,10301594.36,6013863.8,9817373.37,273548793.3,261206873.6,76052567.58,104573469.5
6/1/2023,-38.5,-81.69,2725.91,7706.79,19,5.59,79.24,631.38,196.1,24.79,40.12,31.26,1568.11,3072.36,769.36,1132.28,3250235.35,6890536.1,385.99,5671.43,44815.56,278290.62,125715.21,14619.71,25069.69,594.75,96.7,1346951.17,3079508.52,168966021.2,870478942.2,2093818.48,2329757.1,12570866.54,98201741.86,45314533.56,5437086.68,4100833.21,4443932.7,143008497.5,149339060.7,37329870.96,48839114.6
7/1/2023,-42.3,-86.79,2848.31,7844.61,6.96,0.64,65.15,628.71,193.15,27.04,37.75,34.78,1708.39,2871.38,911.63,1268.35,3382645.56,7010228.68,153.32,766.07,36920.29,277657.78,118503.26,15943.4,23481.27,593.21,79.21,1032899.81,1285962.14,179005274.1,712292028.5,727391.96,130213.74,9826270.56,76869300.55,31096015.72,4853312.86,2922449.66,4710384.92,118327495.1,114613792.2,26119690.97,26793590.32
8/1/2023,-48.61,-115.18,2983.65,7177.15,43.85,4.21,54.56,649.68,231.35,30.77,45.99,39.97,1617.46,2251.78,1160.48,1617.74,3536291.75,6436614.13,1222.24,4766.74,31186.89,280407.48,141220.1,18147.92,28648.15,590.51,92.58,1515349.31,-272246.33,213622771.2,662622288.4,3562349.52,4064892.84,11192831.96,118496854.6,78851420.65,11346793.1,3227993.1,9461078.93,147885038.6,115620042.8,25279030.33,22431255.07
9/1/2023,-51.51,-169.28,2403.91,6436.23,41.26,0.22,42.34,362.08,134.3,12.28,44.44,41.94,1207.19,2250.39,1303.45,2181.3,2839961.17,5766862.1,1137.49,329.66,24198.47,168988.82,84808.23,7242.23,27606.52,549.31,59.1,-699723.88,-2381199.88,87447422.4,457570201.7,2640919.58,53533.05,3074608.65,34951375.46,19930311.76,1857612.15,2295283.27,4334958.68,80550740.95,73496113.79,9982782.41,-29820988.02
10/1/2023,-44.53,-154.27,2453.42,6388.75,52.72,0.24,32.41,303.74,63.75,3.21,42.27,34.67,1131.05,2598.83,1334.62,2543.45,2910688.86,5714339.29,1559.17,265.51,18660.96,145128.67,41738.73,1893.6,26292.19,527.91,40.88,-918973.5,-3999959.55,64106915.84,322618323.5,2251256.9,14037.8,309574.31,20704377.43,5946212.34,449575.32,1547511.33,2493823.08,64886214.35,59989030.78,-2614783.47,-35544489.19
11/1/2023,-45.09,-102.67,2445.03,6509.79,42.33,2.76,40.04,482.65,164.42,10.36,33.44,35.23,1098.49,2033.37,1474.03,2368.56,2898684.76,5822880.98,1185.5,2588.66,23055.54,221497.83,98194.48,6110.02,21293.11,548.16,76.25,273888.03,555815.73,108221064.9,566590396.5,3567637.67,1090816.09,2458829.81,56213557.85,32315508.87,1684043.85,2412109.87,4213514.61,109343057.2,110278816.3,49678915.08,49278384.44
12/1/2023,-44.29,-105.24,2398.69,7382.28,23.82,2.27,49.96,459.7,144.04,8.09,42.82,34.11,1019.35,2310.81,1653.57,2636.27,2834822.74,6600105.38,826.69,2408.38,28352.97,212764.34,89229.65,4773.44,26530.41,543.94,77.38,16395.86,1033268.69,87266997.53,672374239.8,1902989.26,1672284.65,3235495.28,67178315.21,31238959.37,1025273.89,3874820.92,5066278.5,90396864.63,104384713.8,68991600.06,115238112.9
1/1/2024,-46.21,-102.16,2718.28,7903.75,14.77,12.99,43.65,451.7,164.74,16.45,44.39,35.08,912.02,2264.39,1678.3,2494.7,3237045.88,7083129,516.39,13561.83,25135.91,211102.5,104165.67,9698.84,27447.43,575.69,110.76,117349.62,4418585.31,85617210.09,1061737936,1419273.28,15783914.38,2073271.37,123800458.3,86640989.84,2011916.38,7284893.1,10215272.22,119832817.6,117423916.7,98662215.28,156913313.8
2/1/2024,-49.16,-111.21,2557.73,7595.48,18.4,10.28,71.76,473.96,213.27,20.16,41.02,37.99,1016.95,2010.15,1575.75,2401.27,3025018.39,6798202.39,692.06,10715.04,40755.94,224146.57,131571.42,11888.79,25560.84,574.18,129.93,712865.98,4602219.1,176093105,988366921,2665975.83,9416154.92,16066881.25,102629318,121832681.8,5952469.87,4852772.53,12939154.61,225276589.6,166503574.7,114194407.5,315559246.1
3/1/2024,-53.33,-121.47,2751.05,7678.41,18.09,0.49,62.66,404.56,178.54,23.19,35.7,42.02,1006.46,2215.47,1473.2,2254.3,3264214.44,6869571.49,694.13,617.54,35785.99,180454.78,117938.82,13675.24,22564.76,584.64,74.73,867798.83,3392763.29,164522521.1,603823621.5,1466734.63,347668.52,8392083.72,45763356.17,24111661.19,3953813.2,2681993.87,5908522.86,92656804.37,134852615.3,60634263.35,122951845.5
4/1/2024,-60.02,-123.78,2591.34,7251.02,23.28,1.62,68.28,433.65,196.95,32.26,37.99,48.36,1110.39,1827.56,1204.09,1770.64,3088400.73,6493304.68,799.18,1623.22,38727.96,196055.25,120667.07,19020.92,24183.56,608.2,93.54,2116420.8,2387239.29,227119048.4,698060493.5,2212505.6,327355.5,8864450.08,55974799.39,30497478.51,5124081.07,3253013.61,7665589.58,111618169.2,138850627.2,46959163.96,61698562.09
5/1/2024,-70.23,-158.87,2950.53,8011.82,19.64,4.32,146.49,488.58,520.91,47.78,50.83,56.19,1162.38,2011.11,1003.76,1482.2,3482873.94,7149346.5,570.26,4202.12,81466.86,220489.05,317921.49,28175.81,31573.95,638.37,189.48,5627480.29,5678862.57,409026098.9,1462217193,5281285.7,4612151.48,28123881.67,105826509.9,195538623,9648000.59,4707253.5,19087031.32,389755982.7,259089285.6,77717096.45,95009230.11
6/1/2024,-69.88,-162.12,3077.78,8449.64,28.91,11.44,193.38,801.05,630.95,47.63,45.32,56.77,1236.39,1964.64,887.35,1247.77,3640433.03,7565904,839.41,11875.27,108737.54,371333.06,392718.52,28088.34,27940.91,658.53,163.34,7293062.44,6036348.78,516952605,1260707551,4389865.39,4084737.73,46460297.66,162570384.4,159903421.9,11559068.36,5718387.05,13638572.55,266588705.5,235554362.6,67142899.62,91843153.2
7/1/2024,-80.83,-162.85,3107.36,8302.39,36.05,2.54,236.92,759.73,471.58,42.11,34.38,65.5,1263.86,2923.71,971.02,1453.63,3691291.19,7433656.67,985.44,2798.87,132682.06,362780.54,290197.89,24834.07,21063.7,615.65,157.1,6375895.41,5389149.49,475569932.7,1130590563,4656971.86,6369032.01,72454753.07,188081759.2,170130273.1,15356576.24,4224191,22516768.12,288566783.9,319916391.1,56552121.36,79662214.58
8/1/2024,-81.93,-188.24,2594.17,7358.7,37.01,1.94,113.08,637.41,392.52,33.65,38.56,64.63,1115.19,2934.99,1118.3,1836.45,3099949.23,6568665.47,1185.1,1945.01,64659.88,305545.25,239573.7,19842.02,23783.02,573.41,184.28,3764909.32,2804532.32,433719837.8,1343521104,6345649.51,3772003.89,24722918.29,166535850.4,215826186.2,12607982.46,4805341.3,37244198.48,335279682.5,198182416.5,56684183.36,48006706.8
9/1/2024,-65.9,-206.44,2473.5,6178.95,54.44,1.31,60.65,287.41,150.31,9.31,28.15,51.16,1160.57,3070.77,1137.29,2301.78,2943033.65,5497681.49,1546.57,1429.07,34875.17,141662.66,97723.18,5489.37,17495.84,523.62,56.45,-514366.3,-4708259.99,70833299.58,420587361,3106333.47,1807011.87,4105771.32,32095164.76,39090903.78,1485750.58,1346962.37,9244682.19,72184488.21,77582775.21,-5622481.34,-40262004.09
10/1/2024,-91.99,-160.83,2143.2,6327.28,52.97,4.79,51.23,259.61,110.21,15.62,28.13,68.95,1260.72,2514.46,1449.5,2842.14,2550214.97,5619293.42,1512.43,3417.05,29496.45,131822.49,72786.49,9211.27,17308.7,499.83,70.82,-275589.7,-2659431.28,77103864.85,564100117.9,4191556.3,1005012.93,1987364.15,32443153.03,20070155.3,2642603.47,2034946.45,7549006.27,112683699.6,103313888.2,21603812.73,15513057.25
11/1/2024,-85.85,-189.98,2245.36,6486.39,50.55,8.71,88.61,449.5,282.53,31.29,31.11,65.6,1285.26,2201.35,1568.18,2796.28,2665697.84,5792207.68,1430.21,8729.67,50718.58,213749.57,174796.99,18449.95,19214.13,516.61,189.18,3017194.6,7764664.11,176613156.8,1432842277,9684284.86,16505489.4,9603942.46,117991771.2,158710855.6,4568951.44,5904747.6,23803674.95,332710508.6,246723890.4,143418150.1,209210937.5
12/1/2024,-87.81,-226.17,2239.93,7265.45,33.66,13.21,99.6,453.65,272.49,24.75,35.27,66.78,1012.5,2260.11,1866.36,3347.46,2658722.2,6497830.74,1036.96,13592.63,56926.72,215092.65,166744.14,14593.46,21654.8,516.47,133.13,1579341.69,6103178.96,149614884.4,1112596714,5819337.37,8429025.34,12552364.94,98360345.4,90715063.16,4271688.83,4837699.75,16604209.54,185353455.2,170774925.5,127994355.9,167060549
1/1/2025,-92.03,-166.66,2466.26,7455,25.13,4.32,69.97,401.83,132.1,30.23,28.63,70.29,866.31,2485.49,1919.27,3119.75,2919033.15,6669117.58,797.12,4553.36,39945.32,189013.81,81687.36,17826.55,17685.11,528.26,102.46,448272.73,1642588.56,149500107.1,855471444.3,2284349.41,7873147.14,6519751.33,80249891.18,52106651.54,4263586.77,3837524.79,15230681.99,124694003.4,168061026.2,84313607.74,85744823.53
2/1/2025,-88.86,-156.56,2231.94,6877.7,15.12,2.06,77.75,408.03,191.31,23.64,37,66.94,871.9,2442.91,1704.69,2722.83,2647711.79,6144608.51,586.32,2292.08,44165.33,196409,115150.32,13937.7,22823.72,527.17,97.16,1457935.97,1135272.22,188284580.3,643151294,1572554.45,1507854.51,19811907.78,57047931.72,47552967.24,7910489.39,2846856.86,16412948.16,130838268.9,184441748.9,77078523.59,97816255.22
3/1/2025,-100.27,-147.8,2709.49,7849.03,15.58,0.18,67.64,374.84,132.22,23.6,34.53,73.89,957.87,2667.76,1529.92,2329.38,3222173.6,7012554.19,580.08,227.69,38684.26,181152.32,80056.1,13915.23,21446.52,570.84,87.96,2642117.95,2731393.84,196156513.3,738937067.6,1733878.2,57821.55,7184932.76,45663589.8,25861817.47,3432049.4,2744923.91,11332571.88,126335511.4,167910288.6,55770430.88,62589212.43
4/1/2025,-123.31,-141.86,2743.39,6589.65,0.92,0.37,79.93,429.73,166.63,42.57,30.13,95.02,1026.02,2077.46,1402.36,2037.75,3267133.5,5922641.47,268.06,305.3,45839.11,193156.6,106601.83,25103.49,18530.35,582.11,104.78,3585694.82,985608.95,231918145.3,753886127.5,676342.51,121528.99,11141793.22,62957122.69,39532058.55,6407228.5,2929786.28,17520881.8,146753516.7,156792091.8,48634002.62,47445637.6
5/1/2025,-138.7,-152.61,2821.46,7317.8,2.2,3.13,83.24,487.29,341.33,39.3,27.96,109.61,1251.3,2616.28,1199.8,1660.9,3341623.16,6575370.39,351.69,2616.82,47196.02,211605.8,201550.66,23172.43,17071.54,589.72,110.96,7022817.85,4032936.83,252381258.4,874871857.3,1279625.03,537316.65,11644287.83,72000391.26,70127097.14,6238937.67,2642590.65,21504811.28,208359441.5,166972930.5,58595135.81,62562197.51
6/1/2025,-174.93,-159.98,2705.38,8060.43,23.26,1.62,229.11,590.53,642.8,66.52,23.66,143.58,1375.82,2933.23,1027.94,1445.95,3183490.77,7225772.67,924.3,1770.98,127597.25,246059.93,406581.68,39224.95,14455.78,593.92,274.69,16182507.91,7004686.18,716917648.6,1937622129,8518882.61,712782.45,116087426.4,249229661.9,478213655.3,30822749.44,4269713.4,105329400.1,605908380.3,327932714.5,69984297.03,97116743.49
7/1/2025,-174.49,-155.76,3023.9,8115.8,44.72,3.31,114.1,564.72,351.63,45.47,26.54,144.08,1157.41,3742.91,1135.6,1599.44,3592268.44,7280683.43,1482.6,4284.64,64029.41,244494.82,217522.26,26813.95,16236.93,579.95,104.99,9338616.87,2601830.06,274789989.1,813928658.8,4906140.87,4262085.17,32477292.06,111760204.3,98963675.58,16594262.47,2217423.44,28576242.5,156425701.1,256495584.9,46246437.76,50978153.65
8/1/2025,-191.92,-163.95,2767.59,7615.22,41.11,0.62,109.35,704.33,329.71,43.29,20.98,155.42,1140.09,3192.02,1295.99,2042.09,3298720.63,6811171.91,1317.06,669.45,61839.27,325413.93,200866.59,25530.81,12626.57,562.15,104.8,8042902.53,889220.15,282994815.3,788422493.6,4457679.37,162518.86,19118828.3,98030367.64,60038196.49,7424409.92,1658067.23,27108831.28,170368674.4,239185814.4,43625626.96,47743597.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
